category,ranking,name,brand,price,sale_price,date,rate,id,skin_type,select_1_title,select_1_content,select_2_title,select_2_content,select_3_title,select_3_content,txt
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.04,5점만점에 5점,lucidr****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"피부타입: 복합성 / 겨울철 속건조 / T존, 턱 화이트헤드 있음

제형은 완전히 물처럼 투명하고 묽은 제형이에요. 향도 저한테는 무향으로 느껴졌습니다.

기존에 데일리로 사용하던 토너는 보습 위주의 약간 점성 있는 토너였고, 주 2~3회 정도는 각질/결정리 용으로 토너패드 사용했는데 이것도 제품 기능 자체는 보습 위주였습니다.
일주일간 다른 스킨케어 루틴은 동일하게 하고, 토너만 변경해서 사용했습니다.

1. 보습감:
일반적인 겨울날씨엔 아무 부족함 없었고 특히 건조한 날씨일 때는 약간의 당김이 느껴졌는데, 이런 날은 토너 한 번 더 바르니까 해결됐어요.
사무실 히터 바로 옆에서 일하는데도 괜찮았습니다.

2. 자극:
원래 민감성 피부는 아니어서 화장품 고를 때 자극이 있을지는 별로 신경쓰지 않는데, 겨울에는 건조함+마스크 마찰 때문에 볼 쪽이 가끔 빨갛게 올라올 때가 있어요.
마침 토너 받아본 시점이 그런 때였는데 사용하는동안 자극감 전혀 없었습니다.

3. 결 정리:
이 토너의 핵심이 아닐까 싶어요.
저는 평소에 화이트헤드가 손에 느껴질 때 주 2회 정도 BHA 에센스를 사용했는데, 에스트라 토너 사용한 일주일간은 BHA를 한 번도 사용하지 않았습니다.
앞으로 BHA가 아예 필요 없을지는 좀 더 사용해봐야 알겠지만, 일단 일주일동안은 안 써도 괜찮았고 피부가 전체적으로 매끈해져서 이 부분만큼은 확실하게 효과를 느꼈습니다.

전반적으로 저에게는 자극 없고 보습력도 괜찮으면서 피부가 매끈해지는 토너였고, 특히 결 정리가 기대이상으로 만족스러워서 꾸준히 잘 쓸 것 같습니다."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.03,5점만점에 5점,nasum****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"이 토너의 좋은점은 끈적임이 없고 냄새도 없다는 거예요
저는 아침, 저녁으로 발라 주고 있어요~
그 전엔 화장솜으로 토너를 발랐었는데 그냥 바르니 더 보들하고 좋은 것 같아요~
다만 하나 손에 부어서 사용하니 얼굴 바를때 손목 타고 내려가서 그것이 불편했네요..
며칠동안 사용하니 얼굴이 약간 보들해진 것 같은 느낌이 들었어요~
이 토너 저한테는 좋은 제품이 맞는것 같네요~^^"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.01.31,5점만점에 5점,ac****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"1. 사용감 : 끈적이지 않고 부드럽게 얼굴에 착 달라붙어요. 처음 사용했을때 제형이 묽다 생각했는데 사용하다보면 “이 정도는 묽어야 잘 발리겠구나”라고 생각합니다.

2. 좋은 점 : 그냥 쓱 발라도 착! 개인적으로 진정에 도움이 되었고 얼굴표면 느낌이 부드럽게 느껴졌습니다. 또한 용량도 250ml로 넉넉하고 오래 쓸 수 있을것 같습니다.
얼굴 표면이 부드럽게 느껴져 보습효과도 있어 보입니다.

3. 아쉬움 점 : 크게 아쉬운 점은 없으나 보습효과가 조금 더 있으면 좋을 것 같습니다. 또한 다양한 용량 제품이 출시되면 여행용, 가정용 등 다양한 용도에 따라 제품 사용을 할 수 있을 것 같습니다."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.01.27,5점만점에 5점,wlsvy****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"자극없이 순합니다. 정말 남녀노소 누구나 사용 하기 좋을것 같아요. 은은 한 향이 나면서 촉촉합니다!!

면도후 피부 진정에 정말좋네요~

피부진정, 보습력 확실하네요!!

평소 야용하던 에스트라에서 신제품이 나와서 기대가 되었는데 기대 이상이네요!!

남자인 제가 쓰기에도 향이 세지않아서 좋고 무엇보다 그 면도 후에는 열이좀 나고 붉은 반점이 자주 생기손 하는데 금방 사라지는것 같아서 좋아요~ 최고에요!

우리 집사람이 토너는 여자가 잘안다고 자꾸 달라고 하네요 하하! 하나더 사서 선물해야겠어요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.01.27,5점만점에 5점,rlftkdgn****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"이번에 새로 나온 에스트라 에이시카 수분 진정 결 토너!

일단, 열자마자 깔끔한 디자인에 마음이 들었습니다.
토너라서 물처럼 묽은 제형이구요, 피부에 닿을 때 자극은 없었습니다.
향도 무향이라서 너무 좋았어요! 호불호 없이 좋은 것 같아요.

PHA 3% 함유와 3가지 진정성분이 배합되어 피부 케어에도 좋을 것 같고, 닦토도 가능하지만 손에 덜어 사용하는 방법을 추천한다고 써있네요 :)

사용해봤는데 딱히 단점은 모르겠어요. 무난하고 누구나 쓰기 좋을 것 같습니다. 저자극이다보니 어떤 피부결이든 괜찮을 것 같아요.
피부결을 부드럽게 하고, 수분으로 진정시켜준다고 하니 한번쯤 써볼 만한 것 같아요~ 만족합니다."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.01.26,5점만점에 5점,hope****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"라방보다가 바로 피부진정되는거 보고는 두번생각도안하고 이건 무조건 사야한다하고 달렸어요
물처럼 맑아서 얼굴에 흘려서 톡톡 두드려줘도 좋고손에 덜어서 얼굴에 톡톡 두드려줘도 좋네요 정말 생각지도 못했던제품을 좋은기회에 써보게되어서 너무좋아요
용기도 라벨떼어내고 재활용하기 좋게되어있어서 진짜 환경까지 생각하는 기업이네요
감사합니다 잘쓸께요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.02.18,5점만점에 5점,redgo****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,닦토 안해도 결이 정말 좋아진다는 느낌이 들어요. 바르는 순간부터 부드러운 느낌이 나요. 점도가 없는 제형이어서 지성분들이 데일리로 쓰기 좋아요. 전 지성인데 요아이랑 365크림 같이 쓰니 아침 세안할 때도 부드럽다는 느낌이 들어요.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.10.18,5점만점에 5점,dhtjw****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,지성이 여름에 사용하기 좋은 산뜻 토너입니다 너무 가볍지도 않고 세안 후 첫 단계로 쓰기에 좋아용 가볍고 촉촉하고.. 일단 자극이 없는게 제일 좋고요 근데 용량 대비 초큼 비싸서 세일할때 쟁여놔야 해용 ㅋ 여름마다 쓸 토너 생겨서 좋습니다 ~~ 굿
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.09.10,5점만점에 4점,싱싱미역상태,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"애스트라 제품 특히 세럼을 너무 잘써서 이것도 사봤는데 이건 잘 모르겠어요 건조한날 두세번 레이어링 하면 끈적해지고 아무리 두드려도 흡수가 잘 안되는 느낌?이 들고 한번 바르면 속보습이 안되는 느낌이 들어서..
뭔가 가격이나 이름에 비해 부족하다고 느껴서 토너는 다른제품 찾아보려고 합니다"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.08.18,5점만점에 5점,dhtjw****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"저는 티존에 유분이 올라오는 지복합성 피부를 가지고 있어욤 여름이다보니까 너무 건조하지는 않으면서 산뜻하게 마무리 되는 토너를 원했어요 증정품으로 썼을때 자극도 없고 수분은 채워주면서 산뜻하게 마무리 되어서 할인할때 얼른 샀습니다
제형은 물토너이구요 확실히 피지가 덜 올라와요 제일 마음에 드는건 가벼운데 건조하지 않고 산뜻하게 마무리 된다는 점입니다! 재구매 의사 있습니당"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.07.08,5점만점에 4점,ilikec****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,여드름 및 지성(복합성) 피부여서 닦토하지 않고 손으로 피부에 적시라고 해서 직원 추천으로 사용해봤어요. 근데 손바닥에 묻은 토너가 끈적끈적해서 느낌이 별로였어요. 2년 넘게 사용해왔던 토너는 ㅁㅁㄷ 로즈워터 토너였는데 완전 물이었거든요. 피부변화가 없어서 큰 마음먹고 바꿨어요. 한결 나아지기를 기대합니다!
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.06.22,5점만점에 4점,tnwls****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"에스트라 하이드레이션 토너를 몇년동안 쓰다가 에센스랑 같은 라인으로 써보려고 이번에 주문했어요 몇주 사용했는데 아직은 그냥 무난한것같아요! 그래도 진정, 약산성 토너고 건성이라 여러번 레이어링 하는데 크게 트러블 없이 잘 쓰고 있어요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.17,5점만점에 5점,강태공,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"멀리서 직구품 찾을 필요 없습니다.
폴라xx스 바하(BHA) 제품을 한동안 진짜 열심히 사용했는데, 자극이 심하다보니 오히려 피부밸런스가 무너지는 바람에 중단했었는데요.
확실히 파하(PHA)가 분자크기가 큰 대신 자극이 훨.씬. 적네요.
성분 좋기로 유명한 에스트라이기에 이 제품도 성분에 신경썼다는 게 믿음직스러울 정도로 사용감이 만족스럽습니다.
수분감도 넉넉합니다. 저는 지성인지라 무거운 사용감 굉장히 싫어하는데, 에이시카365는 무겁게 수분이 차는 느낌이 아니고 정수물 한가득 마셨을 때 기도에 느껴지는 수분감이랄까? 촉촉하고 좋네요. 좋은 제품 감사해요."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.12,5점만점에 5점,vkcndfb****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"그냥 물을 바르는 것 같은 제형입니다
저는 여드름성 피부로 진정이 많이 필요했는데
진정이 되는 것 같으면서도 피부 결이
굉장히 좋아지더라구요
근데 눈에 띄게 막 한 번에 피부가 바뀌진 않고
서서히 조금씩 나아지는걸 보게 해주는 토너입니다
결론은 추천합니다!!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.05,5점만점에 4점,co****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"무색무취의 물토너에요
시카토너라고 해서 엄청 화할거같았는데(통 디자인도ㅋㅋㅋ)보습감 적은 독도토너?제형은 완전 독도토너임
화장솜 엄청 얇은거에다가 적셔서 얹어두면 온도 내려서가서 좋긴 좋은데 과연 아침바쁜 시간에 내가 해낼수 있을까…?

한여름에 쓰면 좋은거같음 건성에게 겨울엔 너무나 건조함ㅠ
하지만 코나 턱에는 만족…홍조 심한사람인데 홍조도 진정되서 조흠…"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.04,5점만점에 5점,alsl****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"속건조로인해 보습을 항상 신경써서 기초를 탄탄하게 해줘야하는 피부입니다.
이번에 신상으로 수분진정결토너 나왔다길래 바로 신청해서 받아 써봤어요!
역시 기대한만큼 만족도도 높았는 제품입니다!
민감한 피부라 자극적인 제품을 사용하면 울긋불긋 열이 올라오는데
이 제품은 붉은기가 올라오지않았어요~

워터리한 제형으로 빠른 흡수가 장점인 제품인 것 같아요
닦토를 하지않아도 피부결 정돈이 잘되고 무향이라 냄새에 민감한 저도 즐겨쓰기 딱 좋은 제품이예요
계속 더 써봐야 알겠지만 첫 사용느낌은 너무 좋았습니다!

체험단으로 선정된 덕분에 인생템 후보 장착하고 가네욥...❤"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.04,5점만점에 5점,sooji****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"올영체험단 당첨되서 스킨 사용해볼 수 있었어요~
평소에 건조하고 예민한피부를 갖고있어서
촉촉한 스킨을 찾고있었는데
에스트라 에이시카 정말 순하고 건조함을 잡아줘요

장점: 피부에 부담스럽지않은 딱 건조함잡아주는
스킨, 스킨이름답게 수분은 채워주고 진정시켜주는
결토너에요 ㅎㅎ

단점: 여러번 바르지않으면 금방건조해져요
스프레이 용기에 담아 여러번 뿌려줘야하는게
번거롭긴합니다!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.01,5점만점에 4점,sunmon****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"테라크네 토너를 원래 사용하던 1인입니다.
여드름성 수부지피부이고, 조금 민감한, 열감많은 피부타입이에요

에이시카와 테라크네를 비고해볼까 합니다
다른 분들 구매결정에 도움되길 바라며 적어보아요

*테라크네
-촉촉 약간 미끈. 물토너 콧물토너 사이 (물토너에 가까운)
-제법 가벼운 사용감 대비 보습감이 훌륭함. 수부지 타입 입장에서 피부컨디션 무관하게 속건성 잡기에 유용해 좋았음.(컨디션 따라 레이어를 더 쌓거나 덜 쌓거나)
-의외로 레이어쌓을 때 흡수시간이 필요함. 막 바르면 겉돌 수도 있음(속건성 잡으려면 바르고 흡수시간 기다려주시면 효과가 오래가요) 개인적인 소감으로는 닥토로 토대를 만들어주고 그위에 톡톡톡 레이어 쌓아가는 방법이 제일 좋았습니다.

*에이시카
-진정,순함에 집중한 토너. 정말 물토너. 깔끔한 사용감. 호불호 없을 느낌
-가벼워서 보습감이 좋은 토너는 아님. 그러나 흡수력이 좋아서 레이어쌓아 바르기에 편함. 레이어쌓아 바르면, 보습감도 보완이 가능함
-닥토하기도 나쁠건 없지만, 원래 토너가 가진 진정 보습효과가 워낙 좋아 손으로 발라도 무방한 느낌. 흡토가 더 맞는 듯. 진정효과가 정말 좋아서 결보정도 잘 됨. 개인적 소감으로는 저녁용으로는 가벼워서 아쉽고, 아침엔 또 화장전에 딱 좋다 싶은 느낌입니다.

>> 결과적으로 토너는 촉촉한 테라크네가 더 좋았는데요. 화장솜 닥토하고 레이어 쌓아 속건조를 꽉 채워야 피부가 더 오래 촉촉한 느낌을 받았어요.
저는 에이시카토너보다는 아침용+진정팩 용도로 에이시카 패드가 더 유용했습니다 (원래 쓰는 조합 : 에이시카 테라크네토너+에이시카패드+그외 에센스나 크림 등 그날그날 적당히 바름)
그래도 결보정 진정은 정말 찐이었어서. 받은 토너는 아침에 잘 쓸 것 같아요. 여름이라면..? 근데 에이시카가 생각날지도요..!

사람마다 아마 평이 다르겠지만, 다른 분들 구매에 도움되길 바라며 길게 사용후기 남깁니다 :D"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.01.28,5점만점에 5점,딸기송이,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"제품명: 에스트라 에이시카365 수분진정결토너
제형:물타입
향: 무향
용량: 250ml
특징: 저자극으로 피부에 자극적이지 않고순하고 끈적이지 않음
에스트라 에이시카 계열말고 아토베리어만 사용해봤는데 피부결 진정할 때는 에이시카도 괜찮은 것 같아요
닦토하지 않아도 닦토한 것 같은 효과(피부결정리)를 준다고 하던데 그럼 에이시카로는 닦토를 할 수 없는건가?? 신상티켓팅에서 광고??비슷한 것도 봤는데 잘모르겠어요
에스트라 토너는 용기가 좀 쓰기 불편한 듯"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.01.01,5점만점에 4점,감자돈,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,무난하게 쓰고 있어요 건성분들은 조금 수분이 부족하지 않으려나 싶네요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.11.24,5점만점에 4점,yyerinuu,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,건성이라 많이 고민하다 건성들한테 추천 받아 샀는데 아직까지는 굿굿 아주 좋아용 건성들? 어서사세유~
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.09.12,5점만점에 5점,은덩우,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,에스트라 초록라인 여드름에 좋다해서 샀는데딱히 조은거 모르겟삼
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.08.12,5점만점에 5점,은덩우,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,에스트라 시카 라인이 트러블에 좋다구 해서 사봤는데 개비싸네용
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.05.08,5점만점에 5점,Dangsan,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"닥토 사용하지 않아도
피부 결이 절돈되는게 느껴지고
많이 건조한 겨울에 사용해도 수분감이 많아 촉촉하게 유지돼요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.03.13,5점만점에 5점,멩이이,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,이거만 발라도 촉촉할 정도로 좋고 막 바르기 좋은 제형이라서 잘 쓰고 있어용 피부 트러블도 더 안 나고 무난하게 쓰기 좋은 제품이라 재구매 의사 있습니당
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.03.08,5점만점에 5점,Dangsan,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"수분가득하니 아주 좋아요
순한 느낌이고 피부가 진정됐어요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.17,5점만점에 5점,크림단팥빵,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,기존에 쓰던 토너는 다른 제품이었는데 임산부라 성분 검색해서 구입했어요. 다른 제품들 쓸 때 화장솜으로 닦는방법으로 토너 사용법을 안내받았는데 화장솜으로 닦지 않고 손으로 하니 피부에 자극 없이 좋은 것 같아요!!
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.06,5점만점에 5점,니얼굴실화냐,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,에스트라 제품은 많이 사용했는데 이번에 신상이 나와서 한번 믿고 구매했어요 조아용
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.04,5점만점에 5점,iya****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,제형은 물타입으로 산뜻하게 발려요! 하지만 바르고나면 즉시 촉촉해지고 피부결이 부드러워져서 케어되는 느낌이 납니다. 자극이 없어서 좋았어요.^^
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.02.03,5점만점에 5점,cncjs****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"에스트라는 순하고 성분이 착해서 믿고 안심하고 사용할 수 있어서 좋아하는데 이번에 당첨되어 써보니 역시 좋았어요
수부지 복합성 피부라 피부고민이 많은데 순하고 촉촉해서 좋아요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2023.01.27,5점만점에 5점,zzztu****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"짜라랑~~ 리뷰 진심으로 남김니다.. 토너지만 가벼운 앰플제형입니다.. 건성,복합성 피부에 잘 맞을듯합니다.. 제형도 부드럽게 잘 스며듭니다.."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.17,5점만점에 5점,songme****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,순하고 좋아요 향은 거의 없고 바르면 촉촉합니다 단독으로 쓰기에는 제 피부가 거의 건성에 가까운 복합성이라 에스트라 크림이랑 같이 발라주고 잇어요 6개월 이상 사용 중인데 무난합니다!
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.17,5점만점에 5점,rkdgm****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"민감피부인데 트러블없이 잘 사용했어요
끈적임없어서 여름철에 사용하기 좋을 것 같아요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.16,5점만점에 5점,ha****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"이건 피부타입 상관없이 그냥 다 쓰세요! 진짜 안쓰면 손해 ㅠㅠㅠㅠ
뒤집이진 피부에 이거 꾸준히 쓰면 진짜 다 가라앉아요!
제발 쓰세요 ㅠㅠㅠ"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.16,5점만점에 5점,pn5d****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,뭔가 잘 없는 조합의 토너에요. 진정에 결케어면 보통 좀 묽던데 보습감 좋에서 잘 쓰고 있어요.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.15,5점만점에 5점,rlawlsal****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,아주좋습니다 다시또 재구매의사 있습니다^^짱장짱짱짱
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.15,5점만점에 5점,jej****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,순하고 좋아요 재구매 의사 있습니다. 세일 자주 해주세요 !
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.14,5점만점에 5점,kk****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,에스트라 제품 워낙 좋아해서 오랫동안 사용중인데 옿영세일해서 저염하게삿어요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.14,5점만점에 4점,lbh****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,피부 진정이 필요할 때 주로 쓰는 토네 제품인데 자극이 덜 해 좋아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.13,5점만점에 5점,na****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,보통 묽은 토너는 3번정도는 해줘야지 좀 촉촉한것같은데 이거는 한번~두번만 해도 충분하더라구요 아주 좋아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.12,5점만점에 5점,ooidd****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,피부 자극을 최소화하여 민감한 피부도 부담 없이 사용할 수 있어 안심할 수 있어요.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.12,5점만점에 5점,toon****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,순해서 피부 예민할 때 사용중입니다. 속당김 잡아주거나 하진 않아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.10,5점만점에 5점,ynnhs****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,순해서 계속 쓰고 있습니다. 앞으로도 계속 쓸 거 같습니다.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.10,5점만점에 5점,yeonsoo****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,이건 진짜 믿고 씀 쥬변 사람들한테 다 공유하고 다니는 제품. 너무 좋음
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.09,5점만점에 5점,k202403169****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,시카 덕분에 피부를 잘 진정해주고 텍스처가 가벼워서 사용감이 좋아요.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.09,5점만점에 5점,house****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,올영메이트분들이 추천해주셔서 썼는데 순하고 좋아용 향도 괜찮고요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.07,5점만점에 5점,lw****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,패드쓰고 너무 좋아서 토너형식도 사보았어요 자극없이 순해서 여러번 레이어드 하기 좋아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.07,5점만점에 5점,an20****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"건성피부에 너무좋고 보습력또한 뛰어나
지속적으로 사용할려고 합니다."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.07,5점만점에 3점,mhk99****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"자극없이 순하고 피부결이 좋아지는 느낌이긴 한데
여름에 쓰기에는 지성은 살짝 기름진 느낌이라 겨울에 쓰면 괜찮은 것 같아요
건성은 괜찮을듯??"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.07,5점만점에 5점,lsju****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,다른 토너에 비해서 저렴한 편은 아니지만 건성한테 좋은 것 같아요
